Genotype ID,Planting date,# seeds planted,#Final Plants,Exudates collection date,Exudates collection Method,Analysis LC-MS Amino Acids,Analysis GC-MS ,"Plant health notes. Planting/Growth chamber (G) Good (B) Bad. IF EMPTY, NN",Final result.  G(Good) B (Bad),Notes,More notes,Root Weight Taken Date,Number of Plants,Rep1_DIA_STM,Rep1_AREA,Rep1_AVG_DENSITY,Rep1_TD_AVG,Rep1_SKL_DEPTH,Rep1_RTP_COUNT,Rep1_Rootlength (cm),Angle,Number of Plants,Rep2_DIA_STM,Rep2_AREA,Rep2_AVG_DENSITY,Rep2_TD_AVG,Rep2_SKL_DEPTH,Rep2_RTP_COUNT,Rep2_Rootlength (cm),Angle,Dry shoot weight (mg),Root weight (g),Fresh shoot weight (g),Water content (g),Actual Height_I,Actual Height_II,Leaf angle-2_I,Leaf angle-3_I,Leaf angle-2_II,Leaf angle-3_II,Number of Plants          (Blank = 2),Number of leaves_I,Number of Leaves_II,Leaf Area cm^2,"Adjusted contrast 
(Control = Orange)",Leaf Area cm^2 (after adjustment),Number of Plants          (Blank = 2),Leaf Area cm^2/plant,Date AA/OA Data Received,LCMS/GCMS ID,GABA,His,Ile,Leu,Lys,Phe,Pro,Trp,Tyr,Val,FUM,MAL,SUC,CIT,LAC
12,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,ONLY 4 LEAVES,,7/30/17,2,11.193,69.1318,1.09494,0.0352337,0.0352337,355,31,,2,12.0092,71.8977,0.270865,0.0347318,0.0347318,483,29,,No Dry Shoot,7,7.63,#VALUE!,26.3,28.7,,,,,2,4,4,34.74,39.05,39.05,2,17.37,113017,98,85.30381362,91.03161859,41.79752206,26.6130288,132.7089291,43.23685808,10.3461365,12.52368309,32.91020916,65.4141953,0,0,5.990800327,,
13,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,11.5311,54.7915,0.508002,0.0382617,0.0382617,247,24,,2,11.7836,61.7974,0.830009,0.0372478,0.0372478,276,25,,No Dry Shoot,6.7,8.03,#VALUE!,24.1,22.8,,,,,2,4,4,62.66,,62.66,2,31.33,113017,99,112.8041422,232.1585023,52.53683664,23.91064872,196.3000756,67.88840514,26.30462905,5.820846052,27.59137219,47.88530636,0,0,6.635545417,,
14,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,10.28,63.0582,0.623296,0.0394581,0.0394581,206,23,,2,11.428,53.2359,0.684951,0.0387179,0.0387179,221,25,,No Dry Shoot,6.35,4.77,#VALUE!,14.5,16.2,,,,,2,5,4,50,,50,2,25,113017,100,172.357061,308.0875754,99.9442894,42.25024302,419.1976513,63.14733887,41.97173634,11.6182563,97.41909898,263.0689807,0,0,9.83703107,,
15,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,11.8201,45.8071,0.434116,0.0364489,0.0364489,190,24,,2,11.672,47.656,0.341513,0.0374286,0.0374286,233,23,,No Dry Shoot,4.45,3.69,#VALUE!,34.5,24,,,,,2,4,4,34.99,,34.99,2,17.495,113017,101,129.9091055,191.9121629,64.51800808,21.74283309,186.0885249,26.24381472,16.32922797,6.878109742,41.08529881,112.1914882,0,0,9.672914911,,
18,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,One plant smaller,G,,,7/30/17,2,11.9838,21.219,0.354221,0.0355924,0.0355924,129,17,,2,12.0666,49.3848,0.707696,0.0360858,0.0360858,242,22,,No Dry Shoot,6.55,3.75,#VALUE!,26.6,22,,,,,2,4,4,43,,43,2,21.5,113017,103,110.3305417,219.1438219,64.10734876,36.90376165,251.6814567,45.28636642,32.95626027,8.857365253,52.39230368,66.23943345,0,0,11.15560527,,
19,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,8.25333,12.6745,0.385845,0.0344156,0.0344156,71,20,,2,10.198,29.465,0.231276,0.0349651,0.0349651,138,25,,No Dry Shoot,1.99,2.13,#VALUE!,22.3,17.8,,,,,2,4,4,32.6,,32.6,2,16.3,113017,104,47.7060475,62.48598937,48.6872235,25.38285704,132.6846234,37.49097252,12.03763798,7.775132992,28.68405092,30.76385188,0,0,6.61697104,,
21,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,11.6619,44.7774,0.260439,0.0349237,0.0349237,295,26,,2,11.1442,61.6127,0.909689,0.0353524,0.0353524,377,29,,No Dry Shoot,4.85,5.57,#VALUE!,26.3,28,,,,,2,4,5,51.33,58.51,58.51,2,25.665,113017,105,49.19469661,61.95897149,27.02763554,11.81494547,139.8313712,18.31459297,6.492719403,5.513989676,35.80372112,66.62190452,0,0,8.030213794,,
22,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,10.9239,90.561,0.910451,0.0382524,0.0382524,345,25,,2,11.8514,50.9916,0.554493,0.0350768,0.0350768,268,27,,No Dry Shoot,6.95,7.5,#VALUE!,24.1,24.5,,,,,2,4,4,75.54,,75.54,2,37.77,113017,106,152.3482256,405.267058,100.4438589,47.26015326,697.5324187,75.83986203,51.35005539,15.933509,138.2068313,195.399891,0,0,10.68579174,,
23,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,B,G,,,7/30/17,2,10.7703,20.2554,1.21344,0.0423651,0.0423651,40,9,,2,9.21156,26.001,1.37455,0.0364935,0.0364935,87,16,,No Dry Shoot,2.34,1.82,#VALUE!,12.7,15.6,,,,,2,4,4,22.77,,22.77,2,11.385,113017,107,363.4130777,4420.088884,5389.79698,1782.614281,1606.839162,1963.168868,414.550574,345.257509,4091.83409,942.3747449,0,0,9.833411587,,
24,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,PW: before collecting exudates on 2/6/19 in the morning the plants look drought stressed,,7/30/17,2,12.4982,69.341,0.688888,0.0339481,0.0339481,342,20.5,,2,9.59166,49.0613,0.306215,0.0346838,0.0346838,230,22,,No Dry Shoot,7.38,5.27,#VALUE!,24.7,24.1,,,,,2,5,4,28.04,4.58,28.04,2,14.02,113017,108,96.75774766,233.0154823,63.45099361,30.34005902,164.396931,49.83859694,22.18252251,18.31082996,135.7360788,82.65154039,0,0,12.89601435,,
25,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,ROOT WEIGHT WITHOUT TOPS OF ROOTS,,7/30/17,2,8.86496,39.7575,0.252934,0.0410174,0.0410174,127,20,,2,8.03107,28.2334,0.337104,0.042272,0.042272,123,20,,No Dry Shoot,3.9,2.83,#VALUE!,16.3,26.5,,,,,2,4,4,37.78,,37.78,2,18.89,113017,109,81.88842984,149.9360231,67.2131998,28.0019175,208.0361241,44.54396697,15.58446789,8.360788033,74.55106661,138.2874976,0,0,8.624385572,,
26,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,8.48528,30.694,0.628818,0.0349311,0.0349311,129,18,,2,12.1321,36.207,0.613871,0.0367922,0.0367922,169,21,,No Dry Shoot,3.9,4.35,#VALUE!,23.6,14.3,,,,,2,4,4,39.18,,39.18,2,19.59,113017,110,74.61523992,66.2331067,31.06786326,22.58126445,71.92419695,30.32624068,26.16735714,7.147943415,159.0427358,32.45547033,0,0,8.945421984,,
27,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,B,G,,,7/30/17,2,11.5128,37.676,0.59375,0.0341548,0.0341548,228,28,,2,10.3312,197930,0.687401,2.06986,2.06986,343,26,,No Dry Shoot,4.22,5.14,#VALUE!,20.5,28.3,,,,,2,4,4,46,,46,2,23,113017,111,80.41864747,32.028891,67.68876489,29.40768506,63.19516698,68.58271837,34.79883218,24.98015563,110.5150156,78.26576568,0,0,12.22869332,,
29,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,9.24717,44.148,0.833201,0.0382716,0.0382716,178,19,,2,13.1361,58.6353,0.265384,0.0387463,0.0387463,192,23,,No Dry Shoot,5.35,4.55,#VALUE!,18.7,25.7,,,,,2,4,4,27.41,6.79,27.41,2,13.705,113017,113,116.3882507,188.4431076,106.7274107,52.65732206,359.7125053,76.89737998,37.93386211,21.89460145,121.1584487,215.7265407,0,0,7.553621485,,
30,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,10.1867,38.2477,0.934188,0.0390282,0.0390282,141,19,,2,11.7958,42.3715,1.03738,0.0408161,0.0408161,170,23,,No Dry Shoot,4.75,6.28,#VALUE!,27.3,28.2,,,,,2,4,4,74.52,,74.52,2,37.26,113017,114,61.38648122,70.54612337,78.02547283,22.7655436,212.9485932,31.19765599,9.142550326,10.58313282,65.95476014,207.7718561,0,0,9.190454302,,
31,7/17/17,,1,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,1,9.38083,32.2535,0.83753,0.0333503,0.0333503,166,17,,1,,,,,,,,,No Dry Shoot,1.75,1.75,#VALUE!,,,,,,,,,,,,,,,113017,115,68.98616083,142.485218,20.48590148,13.19472377,102.8693015,11.3607328,19.68023842,2.822532582,16.74777321,37.36147327,0,0,0,,
32,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,9.38083,40.9748,0.406913,0.0390463,0.0390463,163,19,,2,10.198,45.4096,0.744668,0.0380209,0.0380209,199,15,,No Dry Shoot,5.08,3.72,#VALUE!,15.5,14.4,,,,,2,4,4,34.56,,34.56,2,17.28,113017,116,53.5261853,177.1824943,29.18799049,15.70153674,188.1802892,33.86026781,31.9792345,2.652692433,17.65558195,47.53478117,0,0,5.260875199,,
36,7/17/17,2,2,7/30/17,BG-CaCl2,Complete,Complete,G,G,,,7/30/17,2,11.1384,44.3313,0.196936,0.0352323,0.0352323,295,33,,2,12.1655,46.2199,0.352546,0.0345953,0.0345953,298,28,,No Dry Shoot,4.6,3.72,#VALUE!,19.5,24.2,,,,,2,4,2,31.19,,31.19,2,15.595,113017,117,140.2424818,128.9393431,67.92461425,26.28635287,175.8685063,24.90689464,21.40471722,7.354424833,66.46195254,99.24965758,0,0,9.649011326,,
36,8/12/17,,,8/25/17,BG-CaCl2,Complete,Complete,,G,Submitted backup sample for GC-MS,,8/25/17,2,9.59166,59.5335,0.44847,0.0397891,22.4888,225,25,,2,10.7703,65.9569,0.395995,0.0355482,22.7049,310,18.5,,485.6,6.6,6.35,5.8644,35.5,39.7,,,,,2,4,4,70.28,99.16,99.16,2,35.14,113017,119,139.1981787,217.0162915,78.06960488,35.84743024,300.7000324,43.57019755,45.71611286,10.68912639,62.46341642,143.8859185,0,0,0,,
37,8/12/17,,,8/25/17,BG-CaCl2,Complete,Complete,,G,Submitted backup sample for GC-MS,,8/25/17,2,,,,,,,,,2,,,,,,,,,N/A,4.55,4.64,#VALUE!,22.2,,,,,,2,4,,18.1,,18.1,2,9.05,113017,120,49.5687717,166.2726062,106.6696866,47.27357357,309.6124245,67.65150348,19.44477864,16.66975086,107.7532112,219.2123853,0,0,11.154557,,
37,8/12/17,,,8/25/17,BG-CaCl2,Complete,Complete,,G,Submitted backup sample for GC-MS,,8/25/17,2,,,,,,,,,2,,,,,,,,,,4.2,3.01,3.01,,,,,,,,,,,,,,,113017,121,98.1989854,365.260983,191.3945155,103.6991584,512.3413841,83.03407689,26.13537292,30.1929567,143.5916928,141.3841426,0,0,11.58808231,,
41,8/12/17,2,2,8/25/17,BG-CaCl2,Complete,Complete,,G,Submitted backup sample for GC-MS,,8/25/17,2,,,,,,,,,2,,,,,,,,,,4.6,5.6,5.6,,,,,,,,,,,,,,,113017,122,167.8419909,265.0419831,69.4155191,38.41003764,214.9147379,35.34576016,44.18899324,9.201662995,79.16166105,122.6095546,0,0,9.220449258,,
43,8/12/17,2,2,8/25/17,BG-CaCl2,Complete,Complete,,G,KEEP DATA AND LOOK AT THE DATA. WE DON'T HAVE MORE SEEDS. NO GC-MS DATA. Sample found. Analyze,,8/25/17,2,11.3165,23.7282,0.240967,0.036214,23.0609,140,22.5,,2,9.29237,26.0066,0.590848,0.0348778,22.2091,120,18.5,,386.7,2.9,3.23,2.8433,22.1,13.2,,,,,2,4,5,74.32,,74.32,2,37.16,113017,124,85.1083327,168.1992367,49.87593202,23.58511083,159.4354948,25.04501074,20.07885833,3.894253057,31.98299635,62.29425791,0,0,10.34057666,,
47,8/12/17,2,2,8/25/17,BG-CaCl2,Complete,Complete,,G,"NO GC-MS DATA, sample found, analyze to get data",,8/25/17,2,10.0985,39.365,0.890805,0.0356414,17.2257,178,15.5,,2,10.8838,55.3319,0.773717,0.0361721,20.6327,185,8,,401.3,1,1.02,0.6187,32.1,26.1,,,,,2,5,5,66.7,,66.7,2,33.35,113017,127,52.19741869,93.40413334,129.9837199,45.44531382,300.1482893,62.81925323,12.59994413,18.54618879,117.6237344,230.011025,0,0,11.154557,,
49,8/12/17,2,2,8/25/17,BG-CaCl2,Complete,Complete,,G,KEEP SAMPLES AND LOOK AT THE DATA. WE DONT HAVE MORE SEEDS. NO GC-MS DATA. sample found,,8/25/17,2,8.7178,147203,0.596177,2.06404,1227.67,199,20,,2,9.21156,29712.3,0.628444,1.1065,1093.61,183,17,,421.8,4.4,4.7,4.2782,,,,,,,,,,,,,,,113017,129,63.50089758,100.6032661,76.02086582,26.1900016,161.6411242,37.91993102,13.64444329,9.846814557,76.81110429,106.8883927,0,0,16.86622264,,
51,8/12/17,2,2,8/25/17,BG-CaCl2,Complete,Complete,,G,Submitted backup sample for GC-MS,,8/25/17,2,,,,,,,,,2,,,,,,,,,,3.5,3.85,3.85,,,,,,,,,,,,,,,113017,130,29.60708047,77.03717717,40.28801713,15.83019794,98.20232199,19.76372875,18.29088708,6.537033419,27.48083947,63.32240288,0,0,10.06828135,,
72,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,G,G,,,9/13/17,2,12.2009,57.4745,1.27103,0.0273835,22.4925,348,21.5,,2,11.5075,50.0692,0.728691,0.0255419,23.3707,382,23.5,,601.1,4.7,6.61,6.0089,28,26.4,,,,,2,5,5,93.37,,93.37,2,46.685,113017,150,92.70875231,17.65985796,33.98742717,19.56866414,20.49229285,34.54296443,26.50293701,14.87008844,73.21124725,52.00386316,0,0,10.75118589,,
75,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,G,G,,,9/13/17,2,12.6491,73.1486,0.586894,0.0266093,24.5985,336,25.5,,2,14.1421,120.035,1.05231,0.0272259,24.5218,669,26,,780.1,8.95,7.86,7.0799,36.9,44,,,,,2,4,5,14.78,19.03,19.03,2,7.39,113017,151,53.95676296,6.202313019,13.25166352,9.32108536,21.2189699,23.07811372,30.96890154,5.1130588,31.30046078,19.26928858,0,0,8.358830856,,
76,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,G,G,,,9/13/17,2,13.0721,38.1922,1.1864,0.0299633,18.5278,202,18.5,,2,10.9575,30.1578,0.409614,0.0284629,19.1758,202,15,,357.1,3.42,4.19,3.8329,40.6,35.3,,,,,2,4,3,76.9,,76.9,2,38.45,113017,152,62.76766787,449.8080692,2079.408369,1003.402044,74.74201072,2621.241133,825.2837796,123.5436392,3307.029789,662.0915948,0,0,11.49918076,,
78,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,,G,,,9/13/17,2,14.2276,40.2768,1.58255,0.0252641,20.8384,300,19,,2,14.3171,54.1955,0.969322,0.0259178,19.6277,265,19,,412.2,4.7,6.18,5.7678,45.5,40.1,,,,,2,4,4,85.43,,85.43,2,42.715,113017,154,136.9512632,44.02806839,39.18727745,18.1066808,92.21000065,69.52754596,61.98065919,18.67370535,111.0202371,53.66295853,0,0,6.5527891,,
82,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,G,G,,,9/13/17,2,11.4119,46.0237,0.405389,0.0281922,23.294,256,21,,2,12.3374,45.9346,0.671764,0.0288802,22.1003,267,18.5,,385.6,4.3,3.5,3.1144,23.3,23.6,,,,,2,4,4,53.63,,53.63,2,26.815,113017,155,92.75602857,14.78647436,39.80509489,20.62642977,32.62976359,57.88079968,43.60103159,12.63304597,83.31973321,41.72293534,0,0,12.57797605,,
89,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete, ? One smaller,G,,,9/13/17,2,10.3923,24.9678,0.582116,0.0310222,17.7519,136,18,,2,13.7113,72.6012,0.369889,0.0283553,24.7264,410,23.5,,418.5,5.1,6.2,5.7815,21.9,34.1,,,,,2,4,5,52.54,25.17,52.54,2,26.27,113017,157,73.42516323,20.00890048,57.31991795,28.12562075,25.15353215,84.99063206,54.78370367,16.7864258,170.1327374,42.07132669,0,0,6.250370468,,
93,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete, ? One smaller,G,,,9/13/17,2,12.3288,28.3091,0.43759,0.0257445,24.7349,187,23,,2,12.5894,57.7046,0.709396,0.0284245,25.3318,371,25,,333.1,3.9,4.87,4.5369,30.5,22.1,,,,,2,5,5,77.3,,77.3,2,38.65,113017,158,45.52179834,54.18789105,501.9013779,69.98754058,41.26907774,441.5951953,178.3895772,48.13700909,682.7872062,118.575451,0,0,6.96911995,,
110,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete, ? One smaller,G,,,9/13/17,2,10.9545,56.9647,0.606655,0.037614,22.2218,232,24,,2,11.1816,44.3897,0.533147,0.0380126,24.9932,193,25,,432.3,3.8,4.75,4.3177,46.7,29.3,,,,,2,4,4,114.46,,114.46,2,57.23,113017,160,37.43284406,44.63739667,39.15031715,19.61805782,118.2338959,33.95728864,10.63574623,7.751544185,47.78294809,34.48525467,0,0,0,,
115,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,G,G,,,9/13/17,2,12.6531,64.4182,0.871924,0.0253049,24.3854,489,27,,2,12.6194,131.27,0.69087,0.0248431,24.9225,758,30,,601.1,7.3,6.68,6.0789,53.3,36.3,,,,,2,5,4,130.98,,130.98,2,65.49,113017,162,137.2729372,92.64725104,116.9832015,73.34582363,47.27248817,125.2806922,64.258536,24.94525716,146.0810624,90.13675118,0,0,9.077658609,,
121,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,?Fungi,G,,,9/13/17,2,15.4248,34.2991,0.963703,0.0277143,23.4986,238,21,,2,12.4259,32.4541,0.88468,0.0270724,21.1709,225,20.5,,402.9,3.75,3.21,2.8071,18.2,16.4,,,,,2,4,3,18.68,12.19,18.68,2,9.34,113017,163,36.1516092,9.470685556,33.09531161,11.80344912,18.68071766,21.8581541,9.704463059,5.485108321,30.78021858,23.83115287,0,0,6.766481697,,
58,8/31/17,2,2,9/13/17,BG-CaCl2,Complete,Complete,"B, ONE SMALLER",G,,,9/13/17,2,14.8078,27.0704,0.575129,0.0275022,21.5035,148,20.5,,2,12.405,12.3662,1.09709,0.0280213,13.1135,54,11.5,,131.7,2.15,2.77,2.6383,16.2,31,,,,,2,3,4,55.23,,55.23,2,27.615,113017,165,67.36230944,79.72479314,896.8457538,228.7200308,45.50746541,925.3653881,166.2680288,77.7102742,1183.089412,239.8480623,0,0,7.792140106,,
83,9/3/17,2,2,9/16/17,BG-CaCl2,Complete,Complete,G,G,,,9/16/17,2,13.9516,58.9941,1.20646,0.0267213,24.3598,364,25,,2,11.393,32.0731,0.298002,0.0257965,24.0528,315,21.5,,602.9,5.28,7.17,6.5671,29.2,26,,,,,2,6,4,75.56,,75.56,2,37.78,113017,166,28.69468006,60.27017414,49.56773711,27.49015305,160.3946325,32.01916578,10.69214527,8.952593683,55.32043213,30.72663666,0,0,7.007803389,,
84,9/3/17,2,2,9/16/17,BG-CaCl2,Complete,Complete,G,G,,,9/16/17,2,13.7546,128.952,0.663878,0.0249698,24.7008,868,32.5,,2,13.1783,96.08,0.582044,0.0265366,19.6959,468,17,,864.9,9.9,9.92,9.0551,42.6,47.7,,,,,2,6,6,121.87,64.24,121.87,2,60.935,113017,167,30.848678,58.30590452,57.34430248,31.81570149,180.880621,33.2964161,5.874738249,12.8285558,61.39320878,38.32261427,0,0,1.206466858,,
85,9/3/17,1,1,9/16/17,BG-CaCl2,Complete,Complete,G,G,,,9/16/17,1,16.5888,62.5907,0.817102,0.0260539,24.266,416,26.5,,1,,,,,,,,,381.3,3.3,4.19,3.8087,28.3,,,,,,1,4,,21.04,,21.04,1,21.04,113017,168,37.60978851,34.91004685,47.22237312,27.72595658,246.044003,21.91920718,2.824253046,8.789280774,75.00024043,42.16915742,0,0,12.85991715,,
88,9/3/17,2,2,9/16/17,BG-CaCl2,Complete,Complete,G,G,,,9/16/17,2,14.6169,28.5513,0.626461,0.0251179,17.5472,177,16.5,,2,13.4576,25.6486,0.555643,0.0265479,14.6312,204,14,,181.2,2.75,2.97,2.7888,26.7,18.8,,,,,2,5,4,47.48,,47.48,2,23.74,113017,169,47.72642926,285.835628,1115.450942,290.7675746,556.8189586,439.5154181,7.87968216,36.51558572,748.141289,377.159431,0,0,0,,
94,9/3/17,2,2,9/16/17,BG-CaCl2,Complete,Complete,G,G,,,9/16/17,2,13.5663,30.219,0.431634,0.0236191,23.6265,260,21,,2,14.4035,72.5854,0.488704,0.023894,24.1552,502,23,,587.1,5.22,4.97,4.3829,37.8,34.9,,,,,2,4,4,71.78,,71.78,2,35.89,113017,170,32.58977833,122.2740295,115.1070975,62.41782146,321.7974685,62.70419965,10.52028866,18.18681627,127.8534789,77.84067552,0,0,9.065085013,,
